state,district,assessment_year,annual_recharge_ham_total,annual_extractable_resource_ham_total,annual_extraction_ham_total,stage_of_extraction_pct_total,net_availability_future_use_ham_total,category_derived
PUNJAB,Malerkotla,2024-2025,21593.08,19433.77,58676.84,301.93235795216265,0.0,Over-Exploited
PUNJAB,Mansa,2024-2025,120780.75,108702.66999999998,112472.93,108.7093550094554,6849.35,Over-Exploited
PUNJAB,Moga,2024-2025,78037.91999999998,70205.35999999999,163329.58999999997,233.08537713459964,0.0,Over-Exploited
PUNJAB,Muktsar,2024-2025,166703.07,151033.06,70633.77,27.8127244475461,69490.46,Safe
PUNJAB,Pathankot,2024-2025,48104.67999999999,43294.2,17773.519999999997,41.05288930156925,25427.83,Safe
PUNJAB,Patiala,2024-2025,101074.44999999998,91440.82,189026.55,208.5333887873336,0.0,Over-Exploited
PUNJAB,Rupnagar,2024-2025,41898.64,39343.06,36509.16,92.79695072015244,7723.12,Critical
PUNJAB,SAS Nagar,2024-2025,22650.410000000003,20385.370000000003,23831.210000000003,116.90349500646786,889.1600000000001,Over-Exploited
PUNJAB,SBS Nagar,2024-2025,54201.08,49633.83,56868.62,115.21080356959096,3754.6,Over-Exploited
PUNJAB,Sangrur,2024-2025,70252.95000000001,63227.65999999999,195997.9,309.9875908739941,0.0,Over-Exploited
PUNJAB,Tarn Taran,2024-2025,70108.95,65592.76000000001,132817.11000000002,202.48745440807795,0.0,Over-Exploited
RAJASTHAN,AJMER,2024-2025,37312.12,33580.91,46389.72,138.14312953401202,0.0,Over-Exploited
RAJASTHAN,ALWAR,2024-2025,82721.78,74449.62,131026.01,182.14348439567263,0.0,Over-Exploited
RAJASTHAN,BANSWARA,2024-2025,23225.14,20902.62,14554.39,69.62950099078489,6531.65,Safe
RAJASTHAN,BARAN,2024-2025,64889.22,58400.26,78786.08,134.90707061920614,2560.35,Over-Exploited
RAJASTHAN,BARMER,2024-2025,69044.26999999999,62572.42999999999,54677.69,134.49818237796737,1497.82,Over-Exploited
RAJASTHAN,BHARATPUR,2024-2025,55523.77,49971.380000000005,48918.04,116.71777764090186,0.0,Over-Exploited
RAJASTHAN,BHILWARA,2024-2025,45313.86,40782.47,63541.4,155.8056684649066,891.21,Over-Exploited
RAJASTHAN,BIKANER,2024-2025,62753.26,56477.94,39646.01,140.5738575606088,4603.17,Over-Exploited
RAJASTHAN,BUNDI,2024-2025,30240.92,27216.82,25330.59,93.06961650920276,6383.670000000001,Critical
RAJASTHAN,CHITTAURGARH,2024-2025,34798.200000000004,31318.370000000003,50693.12,161.86385179049864,98.15,Over-Exploited
RAJASTHAN,CHURU,2024-2025,22296.61,20478.99,20029.38,128.87616888126493,1651.42,Over-Exploited
RAJASTHAN,DAUSA,2024-2025,27982.31,25184.08,58589.26,232.64403543826097,0.0,Over-Exploited
RAJASTHAN,DHAULPUR,2024-2025,28673.960000000003,25806.56,35620.82,138.03009777358938,1290.79,Over-Exploited
RAJASTHAN,DUNGARPUR,2024-2025,22696.67,20426.97,12502.229999999998,61.20452519389805,7924.739999999999,Safe
RAJASTHAN,GANGANAGAR,2024-2025,149315.58000000002,135615.63,34522.85,40.37244384018928,25814.52,Safe
RAJASTHAN,HANUMANGARH,2024-2025,96930.29,88422.91999999998,48724.98,65.35183179365782,7130.25,Safe
RAJASTHAN,JAIPUR,2024-2025,80440.05,72772.12,154900.22999999998,217.01469757526715,0.0,Over-Exploited
RAJASTHAN,JAISALMER,2024-2025,54914.61,49423.14,36358.78,321.8433640827644,0.0,Over-Exploited
RAJASTHAN,JALOR,2024-2025,60141.990000000005,54997.0,82368.14,178.14307490182213,315.08,Over-Exploited
RAJASTHAN,JHALAWAR,2024-2025,59090.670000000006,53536.01,56709.65,105.928047308718,6916.95,Over-Exploited
RAJASTHAN,JHUNJHUNU,2024-2025,25409.15,22868.22,51213.48999999999,227.5467493308789,0.0,Over-Exploited
RAJASTHAN,KARAULI,2024-2025,36325.58,32693.0,48873.77,149.49307191141835,2075.5,Over-Exploited
RAJASTHAN,KOTA,2024-2025,52465.22,47218.69,52406.72,110.98723831601428,3967.74,Over-Exploited
RAJASTHAN,PRATAPGARH,2024-2025,23448.34,21103.49,27259.759999999995,129.17180997076784,966.9,Over-Exploited
RAJASTHAN,RAJSAMAND,2024-2025,12510.96,11259.85,13586.56,120.66377438420584,639.86,Over-Exploited
RAJASTHAN,SIKAR,2024-2025,38924.66,35246.25,66965.44,191.3455985739575,789.93,Over-Exploited
RAJASTHAN,SIROHI,2024-2025,31013.49,27912.11,33298.270000000004,119.29685717059728,602.27,Over-Exploited
RAJASTHAN,TONK,2024-2025,49724.95,44994.37,41215.96,91.4197931874588,6222.28,Critical
RAJASTHAN,UDAIPUR,2024-2025,33242.70999999999,29950.69,29973.720000000005,100.07689305321514,1944.28,Over-Exploited
SIKKIM,Gangtok,2024-2025,6816.66,6134.97,409.7000000000001,6.678109265407982,5701.9400000000005,Safe
SIKKIM,Gyalsingh,2024-2025,3791.57,3412.42,237.59000000000003,6.962507545964448,3170.7900000000004,Safe
SIKKIM,Mangan,2024-2025,3716.59,3344.94,104.98,3.138471841049465,3238.33,Safe
SIKKIM,Namchi,2024-2025,3545.96,3191.38,213.91,6.702743013993945,2968.83,Safe
SIKKIM,Pakyong,2024-2025,5022.81,4520.53,220.16,4.8702253939250495,4292.83,Safe
SIKKIM,Soreng,2024-2025,1270.97,1143.87,90.05000000000001,7.872398087195223,1050.31,Safe
TAMILNADU,ARIYALUR,2024-2025,41042.19,37340.9,18106.13,48.48873487248567,19293.7,Safe
TAMILNADU,CHENGALPATTU,2024-2025,69178.48999999999,62796.88,40203.25000000001,64.02109467858914,21835.759999999995,Safe
TAMILNADU,CHENNAI,2024-2025,9796.45,8917.300000000001,10854.47,121.72372803427044,805.19,Over-Exploited
TAMILNADU,COIMBATORE,2024-2025,62234.24,56226.01,51545.29,91.67516955231216,21377.04,Critical
TAMILNADU,CUDDALORE,2024-2025,120030.66,108953.77,67686.36,62.123926505709726,48011.45,Safe
TAMILNADU,DHARMAPURI,2024-2025,52751.53,47720.77,42351.49,88.74854701632015,7874.13,Semi-Critical
TAMILNADU,DINDIGUL,2024-2025,59520.62,53634.62,62994.42,117.45104188302255,9113.96,Over-Exploited
TAMILNADU,ERODE,2024-2025,94882.3,85566.15000000001,63104.41000000001,73.74926884054034,29246.79,Semi-Critical
TAMILNADU,KALLAKURICHCHI,2024-2025,64517.76,58831.49,47504.22,80.74624661044622,13449.78,Semi-Critical
TAMILNADU,KANCHEEPURAM,2024-2025,59167.6,53561.52,26285.75,49.07581039522403,26880.3,Safe
TAMILNADU,KANNIYAKUMARI,2024-2025,37646.29,33881.67,4448.77,13.130315005134044,29298.97,Safe
TAMILNADU,KARUR,2024-2025,32582.58,29409.51,30000.92,102.01094815928587,6197.19,Over-Exploited
TAMILNADU,KRISHNAGIRI,2024-2025,56763.100000000006,51168.22,46623.35,91.1177875642342,8104.929999999999,Critical
TAMILNADU,MADURAI,2024-2025,75965.72,70783.58,49966.39999999999,70.59038268479779,22673.54,Semi-Critical
TAMILNADU,MAYILADUTHURAI,2024-2025,41935.350000000006,38150.91,34898.73,101.69858507583427,4975.87,Over-Exploited
TAMILNADU,NAGAPATTINAM,2024-2025,82009.93,73808.94,31499.27,0.0,0.0,Safe
TAMILNADU,NAMAKKAL,2024-2025,58269.29,52525.37,61029.810000000005,116.191109172577,8981.76,Over-Exploited
TAMILNADU,PERAMBALUR,2024-2025,28883.8,25995.4,27517.06,105.85357409387814,7949.879999999999,Over-Exploited
TAMILNADU,PUDUKKOTTAI,2024-2025,116141.78,104527.59,47462.04,48.09573495482194,50133.06,Safe
TAMILNADU,RAMANATHAPURAM,2024-2025,82421.5,74179.34,7701.870000000001,9.68311529983507,55135.37999999999,Safe
TAMILNADU,RANIPET,2024-2025,32956.13,30121.800000000003,25460.52,84.52522757604126,4947.4,Semi-Critical
TAMILNADU,SALEM,2024-2025,52746.780000000006,47530.82000000001,70120.4,147.52617354381846,9731.85,Over-Exploited
TAMILNADU,SIVAGANGAI,2024-2025,78005.55,70428.15,18338.08,26.03799759045212,48359.63,Safe
TAMILNADU,TENKASI,2024-2025,59542.48000000001,53665.79,40910.3,76.23161794506333,21304.56,Semi-Critical
TAMILNADU,THANJAVUR,2024-2025,129748.85000000002,117124.69,116330.92,99.32228635994684,17311.370000000003,Critical
TAMILNADU,THE NILGIRIS,2024-2025,7962.18,7165.959999999999,916.18,12.785167653740745,4366.469999999999,Safe
TAMILNADU,THENI,2024-2025,29973.89,26976.5,22560.19,83.62904750430931,7914.97,Semi-Critical
TAMILNADU,THIRUVARUR,2024-2025,135243.84,121816.64,30443.520000000004,34.47135339312351,57853.21,Safe
TAMILNADU,THOOTHUKUDI,2024-2025,85944.71,77567.54000000001,21182.97,27.309065106357632,55600.84,Safe
TAMILNADU,TIRUCHIRAPPALLI,2024-2025,70652.49,64005.86999999999,53738.62999999999,83.95890876883637,23562.33,Semi-Critical
TAMILNADU,TIRUNELVELI,2024-2025,89476.43,80605.68000000001,32380.76,40.17180923230224,48324.87,Safe
TAMILNADU,TIRUPATHUR,2024-2025,10778.77,9712.9,13877.23,142.87421882239084,157.68,Over-Exploited
TAMILNADU,TIRUPPUR,2024-2025,76082.19,68671.47,54646.61000000001,79.57687522926189,23562.900000000005,Semi-Critical
TAMILNADU,TIRUVALLUR,2024-2025,83435.22,76473.75,42225.58,55.38574645479425,29017.55,Safe
TAMILNADU,TIRUVANNAMALAI,2024-2025,137985.48,124818.39,108413.06,86.8566402755235,21951.08,Semi-Critical
TAMILNADU,VELLORE,2024-2025,20271.23,18244.08,22127.51,121.285973312987,734.87,Over-Exploited
TAMILNADU,VILLUPURAM,2024-2025,106950.84,96724.96000000002,81555.86,84.3172848042532,15961.309999999996,Semi-Critical
TAMILNADU,VIRUDHUNAGAR,2024-2025,75748.26,68431.54,41066.600000000006,60.011217049915885,27218.14,Safe
TELANGANA,Adilabad,2024-2025,56345.48000000001,51020.35,20616.709999999995,40.408797666029336,30401.45,Safe
TELANGANA,Bhadradri Kothagudem,2024-2025,111787.52772689938,101107.48,33305.65,32.94083682038164,70376.61484086243,Safe
TELANGANA,Hanumakonda,2024-2025,53386.81,48180.65,29322.31,60.859100074407465,20016.86,Safe
TELANGANA,Hyderabad,2024-2025,6782.51,6165.549999999998,6061.829999999999,98.31774943030226,1057.7500000000002,Critical
TELANGANA,Jagtial,2024-2025,77545.95,70054.71000000002,25138.139999999992,35.88358298821019,43025.29,Safe
TELANGANA,Jangaon,2024-2025,31320.190281446365,28686.15,17186.809999999998,59.91326824966053,11314.030835879128,Safe
TELANGANA,Jayashankar Bhupalapally,2024-2025,52161.9462973782,47212.31,20210.32,42.80731021210358,27422.38336593785,Safe
TELANGANA,Jogulamba Gadwal,2024-2025,48968.77,44338.54,13301.679999999998,30.000266134157773,31383.02,Safe
TELANGANA,Kamareddy,2024-2025,72035.93999999999,65195.210000000014,33054.31,50.70051925593919,37052.05,Safe
TELANGANA,Karimnagar,2024-2025,93807.34430379748,84651.12,28201.9,33.31544815945732,56886.12000000001,Safe
TELANGANA,Khammam,2024-2025,118206.67,106946.61,45685.64,42.71817498469564,62600.95,Safe
TELANGANA,Komarambheem Asifabad,2024-2025,62574.97240218047,56791.34,11895.52,20.94601043046352,44548.16074135724,Safe
TELANGANA,Mahabubabad,2024-2025,71141.15,64250.08,36263.58,56.44129937270117,28347.08,Safe
TELANGANA,Mahabubnagar,2024-2025,36356.76,33058.38,25179.69,76.16734395333347,9347.05,Semi-Critical
TELANGANA,Mancherial,2024-2025,97040.60906449804,88258.31000000001,36912.82,41.82361978152539,47683.27639209196,Safe
TELANGANA,Medak,2024-2025,54800.75,49497.25,34425.94,69.55121749188086,16488.46,Safe
TELANGANA,Medchal Malkajgiri,2024-2025,10797.3,9736.91,7177.959999999999,73.71907514807057,3250.3299999999995,Semi-Critical
TELANGANA,Mulug,2024-2025,60403.35131626674,54650.14,13804.67,25.260081675911533,37985.99377448818,Safe
TELANGANA,Nagarkurnool,2024-2025,96485.58000000002,87476.45999999999,35058.64,40.077799215926206,53374.71000000001,Safe
TELANGANA,Nalgonda,2024-2025,141870.31,128247.43999999996,63153.92999999999,49.24381336578727,69253.24,Safe
TELANGANA,Narayanpet,2024-2025,33720.71700186825,30535.489999999994,11755.47,38.49772838097572,18108.06172959144,Safe
TELANGANA,Nirmal,2024-2025,75188.98999999999,68160.79999999999,25568.97,37.5127199211277,42571.78,Safe
TELANGANA,Nizamabad,2024-2025,102441.20705667233,92714.61999999998,52094.180000000015,56.18766490117743,38969.20421996177,Safe
TELANGANA,Peddapalle,2024-2025,52198.98,47233.350000000006,22190.24,46.980025765693085,25176.0,Safe
TELANGANA,Rajanna Siricilla,2024-2025,45627.58,41408.46000000001,28776.17,69.49345616813567,13249.13,Safe
TELANGANA,Rangareddy,2024-2025,55910.16,50532.72,34397.63,68.07001483395312,18610.960000000003,Safe
TELANGANA,Sangareddy,2024-2025,39290.946342012736,35537.969999999994,17360.400000000005,48.850286046164165,19081.916831405004,Safe
TELANGANA,Siddipet,2024-2025,55203.37,49695.51,34168.15,68.75500422472776,15813.63,Safe
TELANGANA,Suryapet,2024-2025,114424.16083702978,103271.29,30974.159999999996,29.993001927253925,71640.7744264926,Safe
TELANGANA,Vikarabad,2024-2025,36390.240000000005,32751.0,19865.710000000003,60.65680437238559,12252.41,Safe
TELANGANA,Wanaparthy,2024-2025,70848.35082715358,64149.30000000002,28357.28,44.20512772547789,35547.99543862548,Safe
TELANGANA,Warangal,2024-2025,55989.26,50602.5,29399.27,58.09845363371375,21644.34,Safe
TELANGANA,Yadadri Bhuvanagiri,2024-2025,76461.8422584805,69137.42,48128.23,69.6124182823137,25096.14169844955,Safe
TRIPURA,DHALAI,2024-2025,20618.550000000003,18379.79,1350.9799999999998,7.350356016037178,16745.36,Safe
TRIPURA,GOMATI,2024-2025,24719.520000000004,22197.08,1303.37,5.871808363983011,20727.92,Safe
TRIPURA,KHOWAI,2024-2025,12422.8,11160.920000000002,825.2699999999999,7.394282908577426,10233.29,Safe
TRIPURA,NORTH TRIPURA,2024-2025,10425.41,9047.45,1103.5,12.196806835075076,7716.790000000001,Safe
TRIPURA,SEPAHIJALA,2024-2025,20267.619999999995,17980.61,1620.66,9.013376075672626,16200.850000000002,Safe
TRIPURA,SOUTH TRIPURA,2024-2025,24757.74,22036.47,2291.98,10.400849137815632,19569.22,Safe
TRIPURA,UNAKOTI,2024-2025,9264.95,8224.49,854.23,10.38641909711119,7218.799999999999,Safe
TRIPURA,WEST TRIPURA,2024-2025,16809.08,15144.27,3147.5600000000004,20.78383441394006,11586.29,Safe
UTTARAKHAND,DEHRADUN,2024-2025,56677.03,51009.32,20431.0,40.05346473938488,29167.39,Safe
UTTARAKHAND,HARIDWAR,2024-2025,47343.11,43422.85,28501.58,65.637285438427,12705.54,Safe
UTTARAKHAND,NAINITAL,2024-2025,28901.38,26011.24,14105.23,54.22744167521426,10872.02,Safe
UTTARAKHAND,UDHAMSINGH NAGAR,2024-2025,79591.5,74756.35999999999,42206.67,56.45896884224968,26388.870000000003,Safe
WEST BENGAL,ALIPURDUAR,2024-2025,129084.49,116176.02,12981.170000000002,11.173708653472552,101882.19,Safe
WEST BENGAL,BANKURA,2024-2025,160694.25000000003,147036.71,59437.25999999998,40.42341534981297,87496.80000000002,Safe
WEST BENGAL,BIRBHUM,2024-2025,112487.54,103093.92,34459.8,33.425637515772024,66455.72,Safe
WEST BENGAL,DAKSHIN DINAJPUR,2024-2025,113266.82,102169.85,62214.33,60.89304232119358,39370.85,Safe
WEST BENGAL,DARJILING,2024-2025,42363.13,38126.810000000005,3323.4500000000003,8.716832066464516,34438.76,Safe
WEST BENGAL,HAORA,2024-2025,22904.41,21190.22,4331.35,20.440325772927324,15612.82,Safe
WEST BENGAL,HUGLI,2024-2025,128457.31000000004,116406.48000000004,62753.29,53.908760062154606,51468.16,Safe
WEST BENGAL,JALPAIGURI,2024-2025,188378.35,169540.51,20343.97,11.99947434391934,137366.91,Safe
WEST BENGAL,JHARGRAM,2024-2025,102187.98,94154.4,23606.57,25.072189934830448,70072.65,Safe
WEST BENGAL,KALIMPONG,2024-2025,4004.81,3604.32,64.97,1.8025591512407333,3538.11,Safe
WEST BENGAL,KOCH BIHAR,2024-2025,207201.8,186481.62,86164.64,46.20543300728512,98652.48,Safe
WEST BENGAL,KOLKATTA,2024-2025,0.0,0.0,0.0,0.0,0.0,Safe
WEST BENGAL,MALDA,2024-2025,117843.44,106801.67999999998,36167.48,33.86414895346216,66533.92000000001,Safe
WEST BENGAL,MURSHIDABAD,2024-2025,195440.41000000003,180969.09,105651.54,58.38098649885458,69099.99,Safe
WEST BENGAL,NADIA,2024-2025,194912.04,176494.48,144473.85,81.85743259505907,28761.35,Semi-Critical
WEST BENGAL,NORTH 24 PARGANAS,2024-2025,151432.08,138984.52000000002,97692.91999999998,70.29050429501066,39569.83,Semi-Critical
WEST BENGAL,PASCHIM BARDDHAMAN,2024-2025,24168.2,21955.99,10465.01,47.66357609016947,10588.120000000004,Safe
WEST BENGAL,PASCHIM MEDINIPUR,2024-2025,240759.01,218332.66,116439.91,53.33142096102341,99759.67,Safe
WEST BENGAL,PURBA BARDDHAMAN,2024-2025,202307.19,183612.2,96265.08999999995,52.42848242110273,86754.87,Safe
WEST BENGAL,PURBA MEDINIPUR,2024-2025,67069.14,60362.23000000001,22020.83,36.48114060729697,36459.26,Safe
WEST BENGAL,PURULIYA,2024-2025,59047.56,53142.82000000001,9457.41,17.796214051117346,41615.16,Safe
WEST BENGAL,SOUTH 24 PARGANAS,2024-2025,0.0,0.0,0.0,0.0,0.0,Safe
WEST BENGAL,UTTAR DINAJPUR,2024-2025,121382.29,111021.08,52009.6,46.846598862126,55984.030000000006,Safe
